,number,card,card_type,type,W,L,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
1,4,Dark Confidant,,Creatures,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
2,3,Scavenging Ooze,,Creatures,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
3,4,Tarmogoyf,,Creatures,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
5,4,Liliana of the Veil,,Planeswalkers,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
7,2,Slaughter Pact,,Spells,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
8,3,Inquisition of Kozilek,,Spells,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
9,4,Thoughtseize,,Spells,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
10,4,Abrupt Decay,,Spells,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
11,2,Dismember,,Spells,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
12,4,Lingering Souls,,Spells,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
13,1,Maelstrom Pulse,,Spells,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
15,1,Forest,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
16,1,Godless Shrine,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
17,4,Marsh Flats,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
18,2,Overgrown Tomb,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
19,1,Stirring Wildwood,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
20,2,Swamp,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
21,4,Tectonic Edge,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
22,1,Temple Garden,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
23,3,Treetop Village,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
24,1,Twilight Mire,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
25,1,"Urborg, Tomb of Yawgmoth",,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
26,4,Verdant Catacombs,,Lands,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
28,1,Engineered Explosives,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
29,2,Grafdigger's Cage,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
30,1,Golgari Charm,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
31,2,Zealous Persecution,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
32,2,Aven Mindcensor,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
33,4,Fulminator Mage,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
34,1,Creeping Corrosion,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
35,1,Eradicate,,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
36,1,"Thrun, the Last Troll",,Sideboard,5,0,Junk,smashilha,626 tix,"$ 1,994",242023,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
1,4,Birds of Paradise,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
2,3,Noble Hierarch,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
3,1,Viscera Seer,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
4,1,"Melira, Sylvok Outcast",,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
5,1,Qasali Pridemage,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
6,1,Scavenging Ooze,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
7,1,Spellskite,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
8,3,Voice of Resurgence,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
9,1,Wall of Roots,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
10,1,Eternal Witness,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
11,3,Kitchen Finks,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
12,1,Orzhov Pontiff,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
13,1,Spike Feeder,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
14,1,"Linvala, Keeper of Silence",,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
15,1,Murderous Redcap,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
16,1,Phyrexian Metamorph,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
17,1,Ranger of Eos,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
18,1,Archangel of Thune,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
19,1,Reveillark,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
20,1,Shriekmaw,,Creatures,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
22,2,Abrupt Decay,,Spells,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
23,2,Chord of Calling,,Spells,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
25,4,Birthing Pod,,Artifacts,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
27,3,Forest,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
28,3,Gavony Township,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
29,1,Godless Shrine,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
30,4,Misty Rainforest,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
31,2,Overgrown Tomb,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
32,3,Razorverge Thicket,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
33,1,Swamp,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
34,1,Temple Garden,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
35,4,Verdant Catacombs,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
36,1,Woodland Cemetery,,Lands,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
38,4,Thoughtseize,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
39,1,Abrupt Decay,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
40,1,Scavenging Ooze,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
41,2,Dismember,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
42,1,Orzhov Pontiff,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
43,1,Reclamation Sage,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
44,2,Sin Collector,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
45,1,Entomber Exarch,,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
46,1,"Thrun, the Last Troll",,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
47,1,"Sigarda, Host of Herons",,Sideboard,5,0,Melira Pod,settek,281 tix,$ 886,242025,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
1,4,Birds of Paradise,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
2,3,Noble Hierarch,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
3,1,Scavenging Ooze,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
4,1,Spellskite,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
5,3,Voice of Resurgence,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
6,1,Wall of Roots,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
7,1,Eternal Witness,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
8,2,Kitchen Finks,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
9,1,Orzhov Pontiff,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
10,1,Reclamation Sage,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
11,1,Sin Collector,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
12,1,Spike Feeder,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
13,1,"Linvala, Keeper of Silence",,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
14,1,Murderous Redcap,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
15,2,Restoration Angel,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
16,1,Archangel of Thune,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
17,1,Reveillark,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
18,1,Shriekmaw,,Creatures,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
20,2,Thoughtseize,,Spells,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
21,2,Abrupt Decay,,Spells,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
22,2,Chord of Calling,,Spells,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
24,4,Birthing Pod,,Artifacts,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
26,3,Forest,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
27,3,Gavony Township,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
28,1,Godless Shrine,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
29,2,Marsh Flats,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
30,2,Misty Rainforest,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
31,2,Overgrown Tomb,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
32,4,Razorverge Thicket,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
33,1,Swamp,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
34,1,Temple Garden,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
35,4,Verdant Catacombs,,Lands,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
37,1,Path to Exile,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
38,2,Thoughtseize,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
39,1,"Kataki, War's Wage",,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
40,1,Phyrexian Revoker,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
41,1,Qasali Pridemage,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
42,1,Dismember,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
43,1,Eidolon of Rhetoric,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
44,1,Maelstrom Pulse,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
45,1,Orzhov Pontiff,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
46,1,Sin Collector,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
47,1,Entomber Exarch,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
48,1,"Linvala, Keeper of Silence",,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
49,1,Nekrataal,,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
50,1,"Sigarda, Host of Herons",,Sideboard,5,0,Melira Pod,Lyserg,270 tix,$ 875,242027,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
1,4,Sakura-Tribe Elder,,Creatures,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
2,3,Snapcaster Mage,,Creatures,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
4,2,Quicken,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
5,2,Repeal,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
6,3,Serum Visions,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
7,2,Izzet Charm,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
8,4,Remand,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
9,3,Telling Time,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
10,2,Electrolyze,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
11,4,Search for Tomorrow,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
12,3,Cryptic Command,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
13,4,Scapeshift,,Spells,5,0,Scapeshift,leearson,259 tix,"$ 1,025",242031,2014-08-04,Modern Premier #7332856,modern,modern-premier-7332856,modern-premier-7332856-2014-08-04
